rowid,id,name,city,state,lon,lat
362,362,San Francisco Surgicenter,SAN FRANCISCO,CA,-122.439972,37.784927
363,363,San Joaquin County Health Center,AUGUST,CA,-121.268837,37.950485
364,364,San Rafael General Hospital,CORTE MADERA,CA,-122.524971,37.974365
365,365,Santa Clara Valley Medical Center,CAMBRIAN PARK,CA,-121.933289,37.314663
366,366,Santa Rita Rehabilitation Center Annex,DUBLIN,CA,-121.848007,37.696873
367,367,Scott Valley Rural Health Center,ETNA,CA,-122.895584,41.456802
368,368,Seneca District Hospital,BALD EAGLE MOUNTAI,CA,-121.234688,40.305714
369,369,Shriners Hospital,DOWNTOWN LOS ANGELES,CA,-118.285912,34.066952
370,370,Sierra Meadows Emergi-Care,OAKHURST,CA,-119.660156,37.335773
371,371,Siskiyou General Hospital,YREKA,CA,-122.638077,41.724583
372,372,South Valley Medical Center,GILROY,CA,-121.605225,37.073277
373,373,Stadium Hospital,TULARE,CA,-119.338448,36.221062
374,374,Surburban Medical Center,COMPTON,CA,-118.162292,33.884457
375,375,Torrance Memorial Medical Center,HERMOSA BEACH,CA,-118.344238,33.811684
376,376,Tulare County Health Clinic,TULARE,CA,-119.342613,36.195511
377,377,Ukiah General Hospital,TALMAGE,CA,-123.211945,39.146004
378,378,Unity Hospital,SAN FRANCISCO,CA,-122.438866,37.784649
379,379,Vaca Valley Hospital,VACAVILLE,CA,-121.951637,38.355743
380,380,Valley Convalescent Hospital,ALHAMBRA,CA,-118.149521,34.077511
381,381,Valley West Convalescent Hospital,WILLIAMS,CA,-122.156914,39.152954
382,382,Villa View Hospital,LA MESA,CA,-117.076691,32.75061
383,383,Washington Hospital,CULVER CITY,CA,-118.425629,33.997791
384,384,West District Health Center,CULVER CITY,CA,-118.463135,34.023071
385,385,Western Medical Center,ORANGE,CA,-117.832825,33.754189
386,386,Westside Hospital,TAFT,CA,-119.450951,35.139404
387,387,Woodruff Community Hospital,LAKEWOOD,CA,-118.114792,33.827797
388,388,Booth Memorial Hospital (historical),DENVER,CO,-104.919144,39.73193
389,389,Colorado General Hospital,DENVER,CO,-104.93914,39.730549
390,390,Dolores Medical Center,DOLORES,CO,-108.503151,37.474434
391,391,Gunnison Valley Hospital,GUNNISON,CO,-106.925316,38.551384
392,392,Mercy Hospital,BAKERVILLE,CO,-105.953072,39.742764
393,393,Mount San Rafael Hospital,TRINIDAD,CO,-104.487213,37.173347
394,394,Pioneer Memorial Hospital,ROCKY FORD,CO,-103.719673,38.044449
395,395,Saint Francis Hospital,COLORADO SPRINGS,CO,-104.809135,38.832493
396,396,Saint Marys Hospital,FRUITVALE,CO,-108.563148,39.090813
397,397,Swedish Hospital,GLENDALE,CO,-104.980255,39.65416
398,398,Valley View Hospital,GLENWOOD SPRINGS,CO,-107.32283,39.5322
399,399,Avery Hospital,HARTFORD,CT,-72.70565,41.729271
400,400,Danbury Hospital,BETHEL,CT,-73.445953,41.403706
401,401,Hartford Hospital,EAST HARTFORD,CT,-72.677864,41.754539
402,402,Memorial Hospital,MERIDEN,CT,-72.776764,41.5051
403,403,Notre Dame Nursing Home,NEW CANAAN,CT,-73.412628,41.133984
404,404,Silvermine Hall,CROMWELL,CT,-72.615646,41.557037
405,405,Capitol Hill Hospital,REAGAN NATIONAL AIIRPORT,MD,-76.995522,38.89233
406,406,City Hospital (historical),ARLINGTON,MD,-77.017754,38.8965
407,407,Eckington Hospital (historical),TAKOMA PARK,MD,-76.981361,38.921501
408,408,Greater Southeast Community Hospital,REAGAN NATIONAL AIIRPORT,MD,-76.984413,38.835945
409,409,Kalorama Hospital (historical),ARLINGTON,MD,-77.0522,38.915939
410,410,Providence Hospital,TAKOMA PARK,MD,-76.991081,38.943722
411,411,Sibley Memorial Hospital,REAGAN NATIONAL AIIRPORT,MD,-77.009972,38.906502
412,412,Washington Hospital Center,ROSSLYN,MD,-77.014694,38.929001
413,413,Nanticoke Memorial Hospital,ALLEN,DE,-75.60437,38.641506
414,414,Anchorage Alcoholic Medical Center,ARMENA,GA,-84.256577,31.633781
415,415,Athens Regional Medical Center,ATHENS,GA,-83.397942,33.961506
416,416,Baldwin County Hospital,MILLEDGEVILLE,GA,-83.245155,33.089581
417,417,Berrien County Hospital,BERRIEN CO A/P,GA,-83.23877,31.202978
418,418,Buford Hospital,BUFORD,GA,-84.000465,34.112038
419,419,Candler Hospital,ALABAMA JUNCTION,SC,-81.092896,32.069099
420,420,Charter Lake Hospital,MACON,GA,-83.626007,32.839577
421,421,Claxton Hospital,DUBLIN,GA,-82.910973,32.538776
422,422,Coffee Regional Hospital,DOUGLAS,GA,-82.863472,31.510477
423,423,Doctors Hospital,TUCKER,GA,-84.214096,33.847324
424,424,Dorminy Memorial Hospital,FITZGERALD,GA,-83.25988,31.697407
425,425,Eastern Star Nursing Home,CONLEY,GA,-84.324364,33.631783
426,426,Emanuel County Hospital,SWAINSBORO,GA,-82.347351,32.592663
427,427,Farber Health Center,REMERTON,GA,-83.29155,30.849922
428,428,Georgia Baptist Medical Center,DRUID HILLS,GA,-84.372986,33.762886
429,429,Georgia Regional Hospital-Atlanta,CONLEY,GA,-84.277702,33.697048
430,430,Gordon County Health Center,SUGAR VALLEY,GA,-84.959946,34.508419
431,431,Griffin-Spalding County Health Center,GRIFFIN,GA,-84.268257,33.240395
432,432,Hall-Holt Hospital (historical),BAXLEY,GA,-82.349564,31.776587
433,433,Heard County Memorial Hospital,FRANKLIN,GA,-85.093269,33.271507
434,434,Houston Medical Center,WARNER ROBINS,GA,-83.630737,32.616535
435,435,Humana Hospital-Augusta,EVANS,SC,-82.094559,33.486248
436,436,Jasper Memorial Hospital,MONTICELLO,GA,-83.686287,33.314014
437,437,Kennestone Hospital,MARIETTA,GA,-84.551598,33.969543
438,438,Lynnwood Park Health Center,DUNWOODY,GA,-84.346031,33.887604
439,439,McCall Hospital,ROME,GA,-85.178017,34.246765
440,440,Memorial Hospital,AUTREYVILLE,GA,-83.780174,31.125748
441,441,Middle Georgia Hospital,MACON,GA,-83.637123,32.834576
442,442,Newnan Hospital (historical),NEWNAN,GA,-84.80883,33.373726
443,443,North Georgia Medical Center,ELLIJAY,GA,-84.493538,34.678696
444,444,Northwest Georgia Primary Health Care Center,TRION,GA,-85.337456,34.490368
445,445,Parkway-Peachtree Mental Health Center,CHAMBLEE,GA,-84.325485,33.835384
446,446,Pickens General Hospital,JASPER,GA,-84.413254,34.458153
447,447,Powell Smith Hospital (historical),SWAINSBORO,GA,-82.340675,32.593224
448,448,Rawlings Sanitarium (historical),SANDERSVILLE,GA,-82.812363,32.982933
449,449,Riverside Clinic,MACON,GA,-83.626289,32.839027
450,450,Saint Joseph Hospital,DAHLONEGA,GA,-83.974907,34.523155
451,451,Saint Marys Hospital,ATHENS,GA,-83.388489,33.958176
452,452,Smith Hospital,COURTHOUSE,GA,-83.086258,31.042145
453,453,Southwestern State Hospital,THOMASVILLE,GA,-83.991837,30.811302
454,454,Telfair Hospital,ALABAMA JUNCTION,SC,-81.096222,32.064098
455,455,Towns County Hospital,HIAWASSEE,NC,-83.753502,34.94648
456,456,Upson County Hospital,THOMASTON,GA,-84.336586,32.886803
457,457,Washington General Hospital (historical),WASHINGTON,GA,-82.739304,33.733459
458,458,West Central Georgia Regional Hospital,NORTH FORT BENNING,GA,-84.867432,32.492641
459,459,Wilhenford Hospital (historical),NORTH AUGUSTA,SC,-81.987061,33.471527
460,460,Woodridge Hospital,CLAYTON,GA,-83.415169,34.883423
461,461,Broadlawns Hospital,DES MOINES,IA,-93.641891,41.616928
462,462,Evangelical Deaconess Home and Hospital,MARSHALLTOWN,IA,-92.907982,42.04916
463,463,Good Samaritan Nursing Home,ESTHERVILLE,MN,-94.820824,43.407459
464,464,Lucas County Hospital,CHARITON,IA,-93.302147,41.027779
465,465,Mercy Hospital,ASBURY,WI,-90.674568,42.492226
466,466,Rosewood Manor Nursing Home,ESTHERVILLE,MN,-94.815544,43.402458
467,467,Saint Marys Home,ASBURY,WI,-90.708458,42.516392
468,468,Taylor County Home,CONWAY,IA,-94.672745,40.74527
469,469,Bingham Memorial Hospital,BLACKFOOT,ID,-112.343872,43.184635
470,470,Cassia Memorial Hospital,HEYBURN,ID,-113.802521,42.524349
471,471,Franklin County Medical Center,PRESTON,ID,-111.873283,42.097145
472,472,Magic Valley Memorial Hospital,TWIN FALLS,ID,-114.495041,42.565472
473,473,North Idaho Cancer Treatment Center,COEUR D'ALENE,ID,-116.791306,47.694344
474,474,River Crest Hospital,ASOTIN,WA,-117.021271,46.40266
475,475,Saint Lukes Hospital,BOISE,ID,-116.192894,43.61322
476,476,Abraham Lincoln Memorial Hospital,LINCOLN,IL,-89.371208,40.149761
477,477,Anderson Hospital,COLLINSVILLE,IL,-89.947319,38.736988
478,478,Bethany Hospital,BERWYN,IL,-87.712273,41.875591
479,479,Brokaw Hospital,BLOOMINGTON,IL,-88.990906,40.497814
480,480,Chicago Lakeshore Hospital,LAKEVIEW,IL,-87.650612,41.970589
481,481,Choate Mental Health and Development Center,ANNA,IL,-89.242302,37.478939
482,482,Community Hospital,BATAVIA,IL,-88.308403,41.883358
483,483,Copley Hospital,AURORA,IL,-88.317848,41.7467
484,484,Culbertson Memorial Hospital,RUSHVILLE,IL,-90.564568,40.118107
485,485,Downey Veteran Administration Hospital,GREEN OAKS,IL,-87.856178,42.303913
486,486,Englewood Hospital,BRIDGEPORT,IL,-87.645332,41.785034
487,487,Forest Hospital,DES PLAINES,IL,-87.879242,42.043091
488,488,Freeport Memorial Hospital,FREEPORT,IL,-89.638443,42.295017
489,489,Gibson Community Hospital,GIBSON CITY,IL,-88.369492,40.478096
490,490,Good Shepherd Hospital,CARY,IL,-88.173134,42.196133
491,491,Hal Sanitarium,CHICAGO,IL,-87.631165,41.905315
492,492,Henrotin Hospital,CHICAGO,IL,-87.631996,41.900314
493,493,Hines Veterans Administration Hospital,BELLWOOD,IL,-87.838394,41.856422
494,494,Hyde Park Hospital,BRIDGEPORT,IN,-87.586983,41.789474
495,495,Jackson Park Hospital,CHATHAM,IN,-87.585045,41.757534
496,496,Katherine Shaw Bethea Hospital,DIXON,IL,-89.478996,41.843922
497,497,LaGrange Memorial Hospital,BEDFORD PARK,IL,-87.886452,41.796421
498,498,Lightner Hospital,HARRISBURG,IL,-88.546997,37.739491
499,499,Loyola University Medical Center,BELLWOOD,IL,-87.834778,41.85947
500,500,Martha Washington Hospital,HUMBOLDT PARK,IL,-87.686996,41.955589
501,501,McHenry Hospital,BULL VALLEY,IL,-88.266197,42.343353
502,502,Memorial Medical Center,WOODSTOCK,IL,-88.4562,42.312244
503,503,Mercy Hospital,BRIDGEPORT,IL,-87.621162,41.846973
504,504,Michael Reese Developmental Institute and Childhood Development Center,BRIDGEPORT,IL,-87.605606,41.795864
505,505,Mount Vernon State Tuberculosis Sanitarium,MOUNT VERNON,IL,-88.913124,38.322269
506,506,Northwestern Memorial Hospital - Prentice,CHICAGO,IL,-87.61866,41.895596
507,507,Olson Hospital,CHICAGO,IL,-87.620613,41.895313
508,508,Perry Memorial Hospital,COAL HOLLOW,IL,-89.4562,41.36726
509,509,Ravenswood Hospital,HUMBOLDT PARK,IL,-87.677277,41.96447
510,510,Richland Memorial Hospital,OLNEY,IL,-88.077255,38.736721
511,511,Roosevelt Memorial Hospital,CHICAGO,IL,-87.639771,41.916706
512,512,Saint Annes Hospital,BERWYN,IL,-87.749229,41.901421
513,513,Saint Anthonys Memorial Hospital,EFFINGHAM,IL,-88.550331,39.125603
514,514,Saint Francis Hospital,LITCHFIELD,IL,-89.638985,39.181438
515,515,Saint Johns Hospital,SPRINGFIELD,IL,-89.645378,39.805611
516,516,Saint Joseph Memorial Hospital,MURPHYSBORO,IL,-89.324532,37.776718
517,517,Saint Lukes Health Care Center,BEARDSTOWN,IL,-90.424294,40.000328
518,518,Saint Marys Hospital,AROMA PARK,IL,-87.871437,41.120312
519,519,Saint Vincents Hospital,CHICAGO,IL,-87.631996,41.895313
520,520,Schmitt Memorial Hospital,BEARDSTOWN,IL,-90.426788,40.006161
521,521,Skokie Valley Hospital,EVANSTON,IL,-87.740623,42.055592
522,522,Suburban Hospital,BROOKFIELD,IL,-87.915619,41.78614
523,523,Tri-County Clinic,UNION CENTER,IL,-87.996971,39.304207
524,524,United States Health Public Hospital,HUMBOLDT PARK,IL,-87.648117,41.956699
525,525,Walther Hospital,CHICAGO,IL,-87.70755,41.901421
526,526,Westlake Community Hospital,BELLWOOD,IL,-87.849228,41.892811
527,527,Woodlawn Hospital,BRIDGEPORT,IN,-87.604767,41.784756
528,528,Beatty Memorial Hospital,WESTVILLE,IN,-86.908638,41.526154
529,529,Community Hospital,INDIANAPOLIS,IN,-86.076927,39.788101
530,530,Healthwin Hospital,GEORGETOWN,MI,-86.267509,41.73172
531,531,Major Hospital,SHELBYVILLE,IN,-85.78109,39.524769
532,532,Methodist Hospital,CROWS NEST,IN,-86.162201,39.789761
533,533,Reid Memorial Hospital,RICHMOND,IN,-84.887459,39.845608
534,534,Saint Anthonys Hospital,BEVERLY SHORES,IN,-86.900589,41.706429
535,535,Saint Josephs Hospital,Bretzville,IN,-86.957222,38.313385
536,536,Schneck Hospital,SEYMOUR,IN,-85.891365,38.955883
537,537,The Way College of Biblical Research,ADAMS LAKE,IN,-85.3722,41.504768
538,538,Axtell Hospital,NEWTON,KS,-97.34198,38.04945
539,539,Dwight D Eisenhower Department of Veterans Affairs Medical Center,LANSING,MO,-94.895241,39.278889
540,540,Katy Hospital,PARSONS,KS,-95.28331,37.343121
541,541,Mount Carmel Hospital,CHICOPEE,KS,-94.696907,37.43866
542,542,Providence Hospital,KANSAS CITY KANSAS,MO,-94.650238,39.112225
543,543,Saint Joseph Hospital,CONCORDIA,KS,-97.673653,39.565834
544,544,Shawnee Mission Hospital,MISSION,MO,-94.691063,38.999176
545,545,Wichita Hospital,DOWNTOWN WICHITA,KS,-97.353653,37.684185
546,546,Cardinal Hospital,Beaumont Park,KY,-84.54216,38.046745
547,547,Frankfort State Hospital,Bon Air Hills,KY,-84.863274,38.195904
548,548,Ireland Army Hospital,Dietz Acres,KY,-85.941902,37.900627
549,549,Our Lady of Bellefonte Hospital,COAL GROVE,OH,-82.692383,38.508411
550,550,Red Cross Hospital,Clarksville,IN,-85.74218,38.227291
551,551,Shriners Hospital,Beaumont Park,KY,-84.473549,38.022575
552,552,Abbeville General Hospital,ABBEVILLE,LA,-92.107903,29.973536
553,553,American Legion Hospital,CROWLEY,LA,-92.369019,30.219093
554,554,Baton Rouge Medical Center,DENHAM SPRINGS,LA,-91.002037,30.42547
555,555,Bogalusa Mental Health Clinic,BOGALUSA,MS,-89.871185,30.782686
556,556,Central Louisiana State Hospital,ALEXANDRIA,LA,-92.52903,31.312962
557,557,Charter Meadowview Hospital,LAKE CHARLES,LA,-93.191261,30.179379
558,558,De Soto General Hospital,MANSFIELD,LA,-93.708511,32.035442
559,559,Earl K Long Memorial Hospital,BATON ROUGE,LA,-91.131218,30.504358
560,560,East Louisiana State Hospital Colony Number 6,JACKSON,LA,-91.208168,30.811571
561,561,Franklin Parish Hospital,WINNSBORO,LA,-91.706795,32.158764
562,562,Greenwell Springs Hospital,WATSON,LA,-90.992043,30.577408
563,563,Hood Memorial Hospital,AMITE,LA,-90.513153,30.732685
564,564,Humana Hospital Ville Platte,VILLE PLATTE,LA,-92.282913,30.682137
565,565,Jo Ellen Smith Medical Center,CHALMETTE,LA,-90.007011,29.934374
566,566,Lake Charles Hospital,LAKE CHARLES,LA,-93.196823,30.204645
567,567,Louisiana State University Hospital-Shreveport,SHREVEPORT,LA,-93.761566,32.480984
568,568,Metairie Hospital,BRIDGE CITY,LA,-90.142296,29.987703
569,569,Natchitoches Outpatient Clinic,NATCHITOCHES,LA,-93.102386,31.780443
570,570,North Caddo Memorial Hospital,VIVIAN,TX,-93.98851,32.863747
571,571,Opelousas Sanitarium (historical),OPELOUSAS,LA,-92.081512,30.535757
572,572,Parkview Medical Clinic,BOGALUSA,MS,-89.872299,30.782127
573,573,Prevost Memorial Hospital,DONALDSONVILLE,LA,-91.002876,30.088808
574,574,Riverside Medical Center,FRANKLINTON,LA,-90.152863,30.834076
575,575,Saint Charles General Hospital,BRIDGE CITY,LA,-90.095078,29.926594
576,576,Saint Jude Medical Center,KENNER,LA,-90.271469,30.025763
577,577,Seventh Ward Hospital,HAMMOND,LA,-90.460922,30.464912
578,578,Southeast Louisiana Hospital,MANDEVILLE,LA,-90.018135,30.352135
579,579,Tulane University Medical Center,GRETNA,LA,-90.077011,29.955204
580,580,United States Marine Hospital,AVONDALE,LA,-90.124794,29.916876
581,581,Welsh General Hospital,ROANOKE,LA,-92.816536,30.228539
582,582,Woodland Hills Hospital,BROWNSVILLE-BAWCOM,LA,-92.195137,32.516254
583,583,Brookline Hospital (historical),BROOKLINE,MA,-71.122276,42.323708
584,584,Cambridge City Infirmary,BROOKLINE,MA,-71.148384,42.389534
585,585,Clinton Hospital,BERLIN,MA,-71.692574,42.427032
586,586,Emerson Hospital,CONCORD,MA,-71.375336,42.452316
587,587,Gardner State Hospital,ASHBURNHAM,MA,-71.941193,42.580647
588,588,Hahnemann Hospital,SHREWSBURY,MA,-71.790344,42.285091
589,589,Holy Ghost Hospital,BROOKLINE,MA,-71.107559,42.375656
590,590,Lakeville State Hospital,LAKEVILLE,MA,-70.927551,41.875664
591,591,Malden Hospital,CHARLESTOWN,MA,-71.088387,42.428707
592,592,Medfield State Hospital,DOVER,MA,-71.334221,42.211491
593,593,Morse Hospital,DOVER,MA,-71.336441,42.279816
594,594,Plymouth County Hospital,EAST BRIDGEWATER,MA,-70.874489,42.046494
595,595,Saint Josephs Hospital,CHELMSFORD,NH,-71.324226,42.650093
596,596,Springfield Municipal Hospital,CHICOPEE,MA,-72.547318,42.120926
597,597,The Noble Hospital,SOUTHWICK,MA,-72.759544,42.118153
598,598,United States Veterans Administration Hospital,AVON,MA,-71.054207,42.063431
599,599,Whidden Memorial Hospital,CHARLESTOWN,MA,-71.040054,42.409264
600,600,Worcester Hospital,NORTHBOROUGH,MA,-71.720345,42.272877
601,601,Baltimore City Hospital,DUNDALK,MD,-76.548859,39.291496
602,602,Berlin Nursing Home,BERLIN,MD,-75.211304,38.337894
603,603,Broadneck Medical Center,ARNOLD,MD,-76.5158,39.054832
604,604,Calvert Memorial Hospital,EAGLE HARBOR,MD,-76.596619,38.560951
605,605,Chesapeake Manor Nursing Home,ARNOLD,MD,-76.504967,39.049549
606,606,Clifton T Perkins Hospital Center,ELKRIDGE,MD,-76.795258,39.139828
607,607,Dorchester General Hospital,CAMBRIDGE,MD,-76.067726,38.571789
608,608,Eudowood Sanatorium,BROOKLANDVILLE,MD,-76.58358,39.397327
609,609,Frederick Memorial Hospital,BALLENGER CREEK,MD,-77.414711,39.422321
610,610,Good Samaritan Hospital,CARNEY,MD,-76.587189,39.358715
611,611,Hammonds Lane Nursing Home,(BWI)BALTMORE-WASHINGTON ARPT,MD,-76.626907,39.212326
612,612,Harrison House Nursing Home,BOXIRON,MD,-75.400475,38.168728
613,613,Holy Cross Hospital,BETHESDA,MD,-77.035812,39.014832
614,614,Jenkins Memorial Hospital,BROOKLYN PARK,MD,-76.672478,39.269547
615,615,Kernan Hospital,CATONSVILLE,MD,-76.708862,39.315388
616,616,Leland Memorial Hospital,HILLANDALE,MD,-76.940804,38.96344
617,617,Maryland Manor Nursing Home,(BWI)BALTMORE-WASHINGTON ARPT,MD,-76.58358,39.152889
618,618,Mount Washington Pediatric Hospital,BROOKLANDVILLE,MD,-76.653305,39.363167
619,619,North Arundel Hospital,(BWI)BALTMORE-WASHINGTON ARPT,MD,-76.623016,39.13678
620,620,Perry Point Veterans Administration Medical Center,HAVRE DE GRACE,MD,-76.062454,39.551224
621,621,Provident Hospital,LOCHEARN,MD,-76.669693,39.335938
622,622,Sacred Heart Hospital,RIDGELEY,PA,-78.79557,39.655369
623,623,Saint Marys Hospital,HOLLYWOOD,MD,-76.637177,38.299564
624,624,Sheppard-Pratt Hospital,BROOKLANDVILLE,MD,-76.619408,39.391216
625,625,Southern Maryland Hospital Center,ANDREWS AFB,MD,-76.875801,38.748444
626,626,Sydenham Hospital,FULLERTON,MD,-76.580521,39.338997
627,627,Unicorn Medical Center,MILLINGTON,MD,-75.873268,39.23983
628,628,University Hospital,BROOKLYN PARK,MD,-76.62413,39.288166
629,629,Western Maryland Hospital Center,BRIDGEPORT,PA,-77.717499,39.665657
630,630,Womans Hospital,BALTIMORE,MD,-76.62413,39.307606
631,631,Goulds Hospital,HOPE,ME,-69.202271,44.223686
632,632,Pineland Hospital And Training Center,GRAY,ME,-70.256996,43.903408
633,633,United States Marine Hospital,FALMOUTH,ME,-70.246994,43.688141
634,634,Borgess Hospital,COMSTOCK,MI,-85.561119,42.306713
635,635,Community Hospital,BATTLE CREEK,MI,-85.183884,42.329212
636,636,Grace Hospital,DOWNTOWN DETROIT,MI,-83.057701,42.352818
637,637,Hurley Hospital,BURTON,MI,-83.704956,43.021137
638,638,Lakeside Hospital,DOWNTOWN DETROIT,MI,-83.035484,42.333366
639,639,McPherson Hospital,HOWELL,MI,-83.941063,42.615864
640,640,Morgan Heights Sanatorium,TROWBRIDGE PARK,MI,-87.502075,46.522156
641,641,Osteopathic Hospital,TRAVERSE CITY,MI,-85.577293,44.75639
642,642,River District Hospital,MARINE CITY,MI,-82.47963,42.779755
643,643,Saint Joseph Hospital,BLOOMFIELD HILLS,MI,-83.276604,42.615036
644,644,Saint Marys Hospital,BRIDGEPORT,MI,-83.937187,43.424198
645,645,The Haven Sanitarium,ROCHESTER,MI,-83.171043,42.684471
646,646,Ypsilanti State Hospital,SALINE,MI,-83.696053,42.165321
647,647,Deaconess Hospital,MINNEAPOLIS,MN,-93.254112,44.959404
648,648,Gillette State Hospital,OAKDALE,MN,-93.057999,44.981636
649,649,Lakeview Hospital,BAYPORT,MN,-92.817986,45.046356
650,650,Mineral Springs Sanatorium,CANNON FALLS,MN,-92.842705,44.524406
651,651,Northwestern Hospital,MINNEAPOLIS,MN,-93.262161,44.954407
652,652,Saint Francis Hospital,CROOKSTON,MN,-96.591454,47.776363
653,653,Saint Marys Hospital,MINNEAPOLIS,MN,-93.23716,44.967464
654,654,State Hospital,HASTINGS,MN,-92.836319,44.727745
655,655,Willmar State Hospital,KANDIYOHI,MN,-95.01696,45.141632
656,656,Boone County Hospital,COLUMBIA,MO,-92.315742,38.949478
657,657,Christian Hospital,ST. LOUIS,IL,-90.230942,38.678379
658,658,Emmaus Sanitarium,DUTZOW,MO,-90.992363,38.643658
659,659,General Hospital,KANSAS CITY KANSAS,MO,-94.576904,39.084724
660,660,Jefferson Hospital,CRYSTAL CITY,IL,-90.39373,38.197273
661,661,Marshall State Hospital,MARSHALL,MO,-93.180489,39.129742
662,662,Mount Saint Rose Hospital,AFFTON,MO,-90.273178,38.537273
663,663,Saint Johns Hospital,CREVE COEUR,MO,-90.446236,38.645332
664,664,Saint Josephs Hospital,MISSION WOODS,MO,-94.553299,39.068893
665,665,Salem Memorial Hospital,HOWES,MO,-91.569038,37.66032
666,666,Still Hospital,JEFFERSON CITY,MO,-92.182686,38.565865
667,667,Wheatley Hospital,KANSAS CITY KANSAS,MO,-94.56913,39.090836
668,668,Beacham Memorial Hospital,MAGNOLIA,MS,-90.459267,31.146008
669,669,Claiborne County Hospital,PORT GIBSON,MS,-90.984825,31.946268
670,670,Covington County Hospital,COLLINS,MS,-89.548401,31.635166
671,671,Drew Health Clinic,DREW,MS,-90.528152,33.812336
672,672,Gadsden Park Community Hospital,GULFPORT,MS,-89.115601,30.367416
673,673,Grenada Lake Medical Center,GRENADA,MS,-89.820084,33.761505
674,674,Hancock General Hospital,BAY ST. LOUIS,MS,-89.337547,30.325197
675,675,Hudspeth Retardation Center,PEARL,MS,-90.083412,32.240978
676,676,Jeff Anderson Regional Medical Center,MARION,MS,-88.699486,32.37125
677,677,Kings Daughter Hospital,BROOKHAVEN,MS,-90.457878,31.58906
678,678,Lawrence County Hospital,MONTICELLO,MS,-90.0998,31.55434
679,679,Marine Hospital (historical),VICKSBURG,MS,-90.885941,32.341816
680,680,Methodist Hospital,HATTIESBURG,MS,-89.285889,31.316286
681,681,Montfort Jones Memorial Hospital,KOSCIUSKO,MS,-89.598404,33.06596
682,682,North Sunflower County Hospital,RULEVILLE,MS,-90.545654,33.734554
683,683,Oktibbeha County Hospital,STARKVILLE,MS,-88.820335,33.476231
684,684,Riverside Hospital,FLOWOOD,MS,-90.101196,32.331535
685,685,Senatobia Community Hospital,COLDWATER,MS,-89.956482,34.624542
686,686,South County Hospital,BATESVILLE,MS,-89.93203,34.312332
687,687,Southern Mississippi Retardation Center,LONG BEACH,MS,-89.184479,30.342697
688,688,Tippah County Hospital,RIPLEY,MS,-88.951172,34.738987
689,689,Walthall County Hospital,TYLERTOWN,MS,-90.155655,31.120739
690,690,Womans Hospital,FLOWOOD,MS,-90.101196,32.329586
691,691,Allen Hospital (historical),PHILIPSBURG,MT,-113.294228,46.332142
692,692,Associated Missoula Podiatry,BUTTE,MT,-112.545853,46.010487
693,693,Benton Eye Clinic,FORT BENTON,MT,-110.670769,47.819691
694,694,Big Sky Care Center,MONTANA CITY,MT,-111.997505,46.582153
695,695,Bitterroot Chiropractic Clinic,HELENA,MT,-112.03833,46.589935
696,696,Blue Mountain Clinic,EAST MISSOULA,MT,-114.013725,46.865204
697,697,Brendan House Skilled Nursing,EVERGREEN,MT,-114.32457,48.212463
698,698,Burnison Maternity Hospital (historical),WOLF POINT,MT,-105.640556,48.09058
699,699,Buzan Chiropractic Clinic,EAST MISSOULA,MT,-113.993446,46.874363
700,700,Cascade Hospital (historical),CASCADE,MT,-111.700539,47.271061
701,701,Childrens Clinic,HELENA,MT,-112.034164,46.591606
702,702,Colonial Manor of Deer Lodge,DEER LODGE,MT,-112.721428,46.391598
703,703,Community Chiropractic Clinic,LEWISTOWN,MT,-109.441017,47.055801
704,704,Community Nursing Home of Anaconda,ANACONDA,MT,-112.956985,46.132706
705,705,Dahl Hospital (historical),FROID,MT,-104.496071,48.334461
706,706,Deaconess Hospital,BILLINGS,MT,-108.513756,45.78912
707,707,Discovery Care Centre,GRANTSDALE,MT,-114.167603,46.251308
708,708,Eastmont Human Services Center,FOREST PARK,MT,-104.692734,47.115013
709,709,Fallon Medical Complex,BAKER,MT,-104.281059,46.365562
710,710,Family Practice Center,BLACK EAGLE,MT,-111.286919,47.504959
711,711,Flor-Haven Home,EAST MISSOULA,MT,-114.002335,46.867146
712,712,Friendship House Adult Care,EVERGREEN,MT,-114.31485,48.191628
713,713,General Hospital (historical),EVERGREEN,MT,-114.303185,48.192738
714,714,Glacier County Medical Clinic,CUT BANK,MT,-112.327278,48.628593
715,715,Grace Hospital (historical),FOREST PARK,MT,-104.714409,47.105843
716,716,Great Falls Clinic,BLACK EAGLE,MT,-111.257751,47.488018
717,717,Harris Hospital,SCOBEY,MT,-105.42083,48.792522
718,718,Helena Pediatric Clinic,EAST HELENA,MT,-112.020554,46.590214
719,719,Hillbrook Nursing Home,CLANCY,MT,-111.986382,46.46521
720,720,Hysham Community Health Clinic,HYSHAM,MT,-107.23423,46.29277
721,721,Jacobsmeyer Chiropractic Clinic,COLUMBIA FALLS,MT,-114.180679,48.374405
722,722,Kennedy Deaconess Hospital (historical),HAVRE,MT,-109.686035,48.54417
723,723,Libby Care Center,LIBBY,MT,-115.548218,48.391624
724,724,Livingston Memorial Hospital,LIVINGSTON,MT,-110.570206,45.649105
725,725,Madison County Nursing Home,ENNIS,MT,-111.731636,45.352146
726,726,Maplewood Manor Personal Care Home,BONNER,MT,-113.94455,46.870754
727,727,Meadors Hospital (historical),SIDNEY,MT,-104.156319,47.716686
